epoch,loss,accuracy
0,7.870390892028809,0.25
1,3.8978090286254883,0.75
2,3.103391170501709,0.75
3,4.1331305503845215,0.5
4,5.489835739135742,0.0
5,6.403387069702148,0.25
6,4.630406856536865,0.5
7,1.6269450187683105,0.75
8,2.6294684410095215,0.5
9,0.7638300657272339,0.75
10,3.5982048511505127,1.0
11,2.671797513961792,0.5
12,4.783869743347168,0.25
13,3.4523801803588867,0.75
14,1.7629071474075317,0.25
15,2.2282252311706543,0.75
16,2.7867064476013184,0.5
17,3.946399450302124,0.25
18,4.145237445831299,0.0
19,4.221442222595215,0.5
20,3.2836782932281494,0.25
21,2.666140079498291,0.25
22,4.618438243865967,0.25
23,4.489981651306152,0.5
24,1.253544807434082,0.25
25,4.857032775878906,0.5
26,3.097306966781616,0.0
27,2.2449653148651123,0.5
28,0.7399023175239563,0.25
29,2.6406030654907227,0.5
30,5.042348861694336,0.25
31,1.1048555374145508,1.0
32,0.764353334903717,0.5
33,1.0531399250030518,0.75
34,2.9854092597961426,0.25
35,0.49375486373901367,0.25
36,2.7469701766967773,0.5
37,2.1095592975616455,0.5
38,2.3977978229522705,0.25
39,2.2384073734283447,0.25
40,2.8213648796081543,0.0
41,1.4811450242996216,0.25
42,2.054436683654785,0.25
43,2.6203441619873047,0.75
44,1.2783657312393188,0.5
45,2.1313560009002686,0.5
46,1.8375827074050903,0.0
47,3.1696529388427734,0.0
48,4.56629753112793,0.0
49,1.1866239309310913,0.5
50,1.2794090509414673,0.5
51,2.448435068130493,0.0
52,1.4731158018112183,0.25
53,0.9962144494056702,0.75
54,0.3314018249511719,0.75
55,0.7944165468215942,0.25
56,0.9204928278923035,0.75
57,0.7357572913169861,0.75
58,3.556734800338745,0.25
59,2.8700592517852783,0.25
60,1.8755278587341309,0.25
61,1.3397135734558105,0.25
62,1.4354047775268555,0.25
63,3.3313169479370117,0.25
64,0.45363885164260864,0.25
65,2.102611780166626,0.0
66,2.4192304611206055,0.0
67,1.7954730987548828,0.0
68,2.0272533893585205,0.25
69,1.3128724098205566,0.0
70,1.1829084157943726,0.75
71,3.411268711090088,0.75
72,1.3244701623916626,0.25
73,1.9268680810928345,0.0
74,3.810206651687622,0.75
75,0.5791321992874146,0.5
76,2.4962403774261475,0.0
77,3.4096670150756836,0.0
78,1.091962456703186,0.5
79,2.532379388809204,0.25
80,1.3749847412109375,0.75
81,0.8245569467544556,0.5
82,0.6680431962013245,0.5
83,1.1937462091445923,1.0
84,0.9977425932884216,1.0
85,1.5938016176223755,0.25
86,2.248873233795166,0.75
87,1.4679884910583496,0.0
88,1.045670509338379,0.5
89,1.047713041305542,0.0
90,1.3832029104232788,0.25
91,1.6061615943908691,0.25
92,0.9546447396278381,0.75
93,1.3267744779586792,0.25
94,2.3785362243652344,0.5
95,0.6945583820343018,0.25
96,1.4734396934509277,0.25
97,0.8889060616493225,0.25
98,1.7672638893127441,0.0
99,0.8107844591140747,0.25
100,1.2300621271133423,0.5
