epoch,loss,accuracy
0,0.6931471824645996,0.5
1,0.688197135925293,0.5
2,0.6833499670028687,0.5
3,0.678607165813446,0.5
4,0.6739703416824341,0.5
5,0.6694409847259521,0.5
6,0.6650201082229614,0.5
7,0.6607092022895813,0.5
8,0.6565088629722595,0.5
9,0.6524200439453125,0.5
10,0.6484432220458984,0.5
11,0.6445789933204651,0.5
12,0.6408274173736572,0.5
13,0.6371886730194092,0.5
14,0.633662760257721,0.5
15,0.6302490830421448,0.5
16,0.6269474625587463,0.5
17,0.6237571239471436,0.5
18,0.6206773519515991,0.5
19,0.6177071332931519,0.5
20,0.6148452758789062,0.5
21,0.6083347201347351,0.5
22,0.5998695492744446,0.5
23,0.5889744758605957,0.5
24,0.5761542916297913,0.5
25,0.5635451078414917,0.5
26,0.5521700382232666,0.5
27,0.5418587327003479,0.5
28,0.5334007143974304,0.5
29,0.5275379419326782,0.5
30,0.5247883200645447,0.5
31,0.5251970291137695,0.5
32,0.5280985832214355,0.5
33,0.532103419303894,0.5
34,0.5359658002853394,0.5
35,0.537114679813385,0.5
36,0.5364275574684143,0.5
37,0.5337840914726257,0.5
38,0.5299056768417358,0.5
39,0.5256085991859436,0.5
40,0.5215903520584106,0.5
41,0.5183113813400269,0.5
42,0.5159593820571899,0.5
43,0.5144827365875244,0.5
44,0.5136674642562866,0.5
45,0.513221263885498,0.5
46,0.512839138507843,0.5
47,0.5122455358505249,0.5
48,0.5112231969833374,0.5
49,0.5096380114555359,0.5
50,0.5074577331542969,0.5
51,0.5047582387924194,0.5
52,0.5017104744911194,0.5
53,0.4985421895980835,0.5
54,0.49548038840293884,0.5
55,0.49268487095832825,0.5
56,0.4901949167251587,0.5
57,0.4879113435745239,0.5
58,0.4856306314468384,0.5
59,0.48312443494796753,0.5
60,0.48023495078086853,0.5
61,0.4769430458545685,0.5
62,0.4733797013759613,0.5
63,0.4697716534137726,0.5
64,0.4663381576538086,0.5
65,0.46317407488822937,0.5
66,0.4601801037788391,0.5
67,0.45720964670181274,0.5
68,0.4531356692314148,0.5
69,0.44947129487991333,0.5
70,0.44618257880210876,0.5
71,0.4430309236049652,0.5
72,0.4396563470363617,0.5
73,0.43585240840911865,0.5
74,0.43172118067741394,0.5
75,0.42964473366737366,0.5
76,0.4257352948188782,0.5
77,0.4217996895313263,0.5
78,0.4193514287471771,0.5
79,0.41553184390068054,0.5
80,0.41186413168907166,0.5
81,0.4089784324169159,0.5
82,0.40476566553115845,0.5
83,0.40214353799819946,0.5
84,0.3987017571926117,0.5
85,0.3965412974357605,0.5
86,0.39361491799354553,0.5
87,0.3901204466819763,0.5
88,0.3888620436191559,0.5
89,0.38431257009506226,0.5
90,0.3817773759365082,0.5
91,0.3790174722671509,0.5
92,0.3761622905731201,0.5
93,0.37383055686950684,0.5
94,0.37118563055992126,0.5
95,0.3690928518772125,0.5
96,0.3667638897895813,0.5
97,0.3640425503253937,0.5
98,0.36103808879852295,0.5
99,0.358023464679718,0.5
100,0.3552408218383789,0.5
