epoch,loss,accuracy
1,3.7816622257232666,0.4166666666666667
2,3.8556625843048096,0.08333333333333333
3,3.3837549686431885,0.25
4,3.0879902839660645,0.16666666666666666
5,2.6752066612243652,0.25
6,2.8250224590301514,0.16666666666666666
7,3.162860631942749,0.4166666666666667
8,2.526484966278076,0.16666666666666666
9,4.358010768890381,0.4166666666666667
10,2.6904752254486084,0.3333333333333333
11,2.131518602371216,0.5
12,2.7841076850891113,0.4166666666666667
13,1.5977156162261963,0.4166666666666667
14,2.3876168727874756,0.4166666666666667
15,1.7372753620147705,0.25
16,2.5075302124023438,0.25
17,1.889595866203308,0.4166666666666667
18,2.256474018096924,0.3333333333333333
19,1.5429964065551758,0.6666666666666666
20,1.4126323461532593,0.5833333333333334
21,1.6129788160324097,0.16666666666666666
22,2.4969680309295654,0.25
23,1.7180522680282593,0.5833333333333334
24,1.9103963375091553,0.3333333333333333
25,1.5222660303115845,0.4166666666666667
26,1.9573228359222412,0.25
27,1.9146193265914917,0.5
28,1.629950761795044,0.16666666666666666
29,1.4299062490463257,0.5833333333333334
30,1.553615927696228,0.3333333333333333
31,0.7519617080688477,0.8333333333333334
32,1.1639573574066162,0.6666666666666666
33,0.9523994326591492,0.5833333333333334
34,1.2772893905639648,0.5
35,0.7100657224655151,0.5833333333333334
36,1.41731858253479,0.5833333333333334
37,0.8706309199333191,0.8333333333333334
38,0.4587102234363556,0.75
39,1.1449474096298218,0.75
40,1.08578360080719,0.8333333333333334
41,0.9456756711006165,0.6666666666666666
42,0.9021366238594055,0.75
43,1.030342936515808,0.5
44,1.0218631029129028,0.6666666666666666
45,1.295474648475647,0.5
46,1.0706164836883545,0.6666666666666666
47,0.9722930788993835,0.6666666666666666
48,0.977003276348114,0.5
49,1.0633680820465088,0.9166666666666666
50,1.0556195974349976,0.75
51,0.8836144208908081,0.75
52,1.2339450120925903,0.4166666666666667
53,0.9608139395713806,0.75
54,0.8480911254882812,0.75
55,1.588929533958435,0.75
56,0.6875184774398804,0.9166666666666666
57,0.6395641565322876,0.8333333333333334
58,0.8012039065361023,0.6666666666666666
59,0.5933858156204224,0.6666666666666666
60,1.2178040742874146,0.75
61,0.6321086287498474,0.75
62,0.5372644662857056,0.9166666666666666
63,0.5971863865852356,0.6666666666666666
64,0.9714531898498535,0.75
65,0.8792145848274231,0.6666666666666666
66,0.47616150975227356,0.8333333333333334
67,0.5888888239860535,0.75
68,0.3699485659599304,0.9166666666666666
69,0.47330158948898315,0.8333333333333334
70,0.7441376447677612,0.8333333333333334
71,0.6580820679664612,0.8333333333333334
72,0.8729065656661987,0.9166666666666666
73,0.5213102698326111,1.0
74,0.4771084487438202,0.6666666666666666
75,0.5162101984024048,0.8333333333333334
76,0.678282618522644,0.75
77,0.43201977014541626,0.9166666666666666
78,0.8302699327468872,0.75
79,0.5776099562644958,0.9166666666666666
80,0.44893327355384827,0.9166666666666666
81,0.3858293890953064,0.8333333333333334
82,0.3237815797328949,0.9166666666666666
83,0.27055203914642334,0.9166666666666666
84,0.5263654589653015,0.9166666666666666
85,0.4763903021812439,0.6666666666666666
86,0.353807270526886,0.9166666666666666
87,0.40370914340019226,0.9166666666666666
88,0.6544243693351746,0.9166666666666666
89,0.31327110528945923,0.9166666666666666
90,0.32202252745628357,0.9166666666666666
91,0.7789769768714905,0.75
92,0.5546621680259705,0.8333333333333334
93,0.3865211308002472,0.9166666666666666
94,0.4570116698741913,0.9166666666666666
95,0.42912837862968445,0.9166666666666666
96,0.45389410853385925,0.75
97,0.5420213937759399,1.0
98,0.3512241840362549,0.9166666666666666
99,0.42274045944213867,0.9166666666666666
100,0.2849184572696686,1.0
101,0.3164878487586975,0.9166666666666666
102,0.41475728154182434,0.9166666666666666
103,0.3644121289253235,0.9166666666666666
104,0.33579060435295105,1.0
105,0.5339342355728149,0.9166666666666666
106,0.2795182764530182,0.9166666666666666
107,0.20804239809513092,1.0
108,0.5183081030845642,0.8333333333333334
109,0.33176442980766296,0.9166666666666666
110,0.4247213900089264,0.9166666666666666
111,0.3406091332435608,0.9166666666666666
112,0.19623194634914398,1.0
113,0.2444242686033249,1.0
114,0.3040531575679779,0.8333333333333334
115,0.30522018671035767,0.9166666666666666
116,0.3847191333770752,0.9166666666666666
117,0.38438230752944946,0.9166666666666666
118,0.2686801254749298,1.0
119,0.27303388714790344,1.0
